Event Month,Event Start,Event End,State,County,NERC Region (N),Alert Criteria (N),Event Type (N),Demand Loss (MW),Number of Customers Affected
August,2021-08-27 06:16:00,2021-08-27 10:14:00,Arkansas,Pulaski County,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,2021-08-29 11:30:00,,Louisiana,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
August,2021-08-29 18:04:00,2021-08-31 22:36:00,Louisiana,St. Charles Parish,SERC,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,Severe Weather,Unknown,Unknown
August,2021-08-29 18:00:00,2021-09-03 13:41:00,Louisiana,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,91315
August,2021-08-29 22:39:00,2021-09-03 08:38:00,Louisiana,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,50000
August,2021-08-29 20:25:00,,New York,,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,796,0
August,2021-08-29 09:32:00,2021-08-29 21:32:00,Louisiana,Pointe Coupee Parish,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
August,2021-08-29 17:53:00,,Louisiana,,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,Unknown,Unknown
August,2021-08-30 21:17:00,2021-09-01 15:19:00,Florida,Leon County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
September,2021-09-01 06:22:00,2021-09-01 15:56:00,California,Santa Clara County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
September,2021-09-01 17:30:00,2021-09-02 02:00:00,Pennsylvania,Bucks County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
September,2021-09-01 17:30:00,2021-09-02 02:00:00,Pennsylvania,Chester County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
September,2021-09-01 17:30:00,2021-09-02 02:00:00,Pennsylvania,Delaware County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
September,2021-09-01 17:30:00,2021-09-02 02:00:00,Pennsylvania,Montgomery County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
September,2021-09-01 17:30:00,2021-09-02 02:00:00,Pennsylvania,Philadelphia County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
September,2021-09-01 17:30:00,2021-09-02 02:00:00,Pennsylvania,York County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
September,2021-09-02 14:07:00,2021-09-02 14:10:00,Texas,Williamson County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Osceola County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Kalamazoo County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Van Buren County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Saginaw County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Arenac County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Lake County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Clare County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 17:30:00,2021-09-09 09:00:00,Michigan,Mecosta County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,2021-09-07 20:00:00,2021-09-09 07:00:00,Michigan,Wayne County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,60000
September,2021-09-08 12:15:00,2021-09-08 12:38:00,North Dakota,Cass County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,37,1
September,2021-09-09 16:00:00,2021-09-09 17:30:00,California,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,2021-09-09 17:00:00,2021-09-09 20:00:00,Nevada,Clark County,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8000,1300000
September,2021-09-09 17:00:00,2021-09-09 20:00:00,Nevada,Washoe County,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8000,1300000
September,2021-09-10 11:17:00,2021-09-10 11:19:00,North Dakota,McKenzie County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,6,1
September,2021-09-10 14:05:00,,Iowa,Polk County,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,2021-09-10 07:20:00,2021-09-10 09:05:00,California,,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,89,59649
September,2021-09-10 01:55:00,2021-09-10 02:04:00,Florida,Citrus County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,75,Unknown
September,2021-09-11 08:32:00,,Texas,Austin County,"TRE,SERC",Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
September,2021-09-11 08:32:00,,California,Los Angeles County,"TRE,SERC",Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
September,2021-09-13 12:18:00,2021-09-13 13:15:00,Washington,Skagit County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
September,2021-09-13 23:59:00,,Texas,Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,204280
September,2021-09-13 13:10:00,,Texas,Midland County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Transmission Interruption,0,0
September,2021-09-13 18:00:00,2021-09-14 00:49:00,Texas,Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,66589
September,2021-09-14 00:35:00,2021-09-18 19:20:00,Texas,Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1905,705415
September,2021-09-14 07:36:00,2021-09-15 01:48:00,Texas,,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,Unknown
September,2021-09-14 07:52:00,2021-09-14 22:44:00,Texas,,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,Unknown
September,2021-09-15 22:42:00,2021-09-16 00:37:00,Texas,,"TRE,SERC,WECC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,2021-09-15 22:42:00,2021-09-16 00:37:00,Kentucky,,"TRE,SERC,WECC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,2021-09-15 22:42:00,2021-09-16 00:37:00,Arizona,,"TRE,SERC,WECC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,2021-09-15 22:42:00,2021-09-16 00:37:00,New Mexico,,"TRE,SERC,WECC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,2021-09-15 22:42:00,2021-09-16 00:37:00,Oregon,,"TRE,SERC,WECC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,2021-09-15 22:42:00,2021-09-16 00:37:00,Washington,,"TRE,SERC,WECC",Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,2021-09-16 14:49:00,2021-09-16 20:02:00,Oklahoma,,"MRO,SERC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,100,4000
September,2021-09-16 14:49:00,2021-09-16 20:02:00,Oklahoma,,"MRO,SERC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,100,4000
September,2021-09-17 23:00:00,2021-09-19 12:00:00,Washington,Pierce County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,87000
September,2021-09-17 23:00:00,2021-09-19 12:00:00,Washington,Whatcom County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,87000
September,2021-09-17 23:00:00,2021-09-19 12:00:00,Washington,Skagit County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,87000
September,2021-09-17 23:00:00,2021-09-19 12:00:00,Washington,King County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more","Severe Weather,Transmission Interruption",Unknown,87000
September,2021-09-17 03:50:00,2021-09-18 04:08:00,Indiana,,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,2021-09-17 03:00:00,2021-09-18 22:00:00,Minnesota,,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,82000
September,2021-09-18 04:30:00,2021-09-18 06:00:00,Indiana,Hamilton County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,2021-09-22 17:17:00,,Michigan,Lenawee County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Livingston County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Genesee County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Tuscola County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Huron County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Sanilac County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Lapeer County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,St. Clair County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Macomb County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Oakland County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Washtenaw County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Wayne County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 17:17:00,,Michigan,Monroe County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,2021-09-22 09:36:00,2021-09-23 11:45:00,California,Los Angeles County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0
September,2021-09-28 13:44:00,2021-09-28 13:56:00,Kentucky,Henderson County,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,20,5000
September,2021-09-29 11:48:00,2021-09-29 12:21:00,Missouri,Jackson County,"MRO,SERC",Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,150,0
October,2021-10-03 10:40:00,2021-10-03 11:54:00,Texas,Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,2021-10-04 07:00:00,2021-10-04 08:00:00,Utah,Uintah County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0
October,2021-10-05 11:31:00,2021-10-05 11:32:00,California,Santa Clara County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,2021-10-05 11:31:00,2021-10-05 11:32:00,California,Santa Clara County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,2021-10-07 17:15:00,2021-10-09 18:15:00,Maryland,Baltimore County,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,2021-10-08 06:30:00,2021-10-08 10:00:00,California,Contra Costa County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,2021-10-08 14:30:00,2021-10-08 18:32:00,Ohio,Cuyahoga County,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,210,0
October,2021-10-09 17:01:00,2021-10-10 06:30:00,North Carolina,,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Collin County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Denton County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Ellis County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Hunt County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Johnson County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Palo Pinto County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Tarrant County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-10 22:15:00,2021-10-12 17:00:00,Texas,Wichita County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,2021-10-11 14:22:00,2021-10-11 20:30:00,California,,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,126,84000
October,2021-10-12 20:08:00,2021-10-12 20:09:00,Illinois,Cook County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,2021-10-16 14:16:00,2021-10-16 18:41:00,Oregon,Lane County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
October,2021-10-18 22:18:00,2021-10-18 23:30:00,Pennsylvania,,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,2021-10-18 23:26:00,2021-10-19 15:00:00,Pennsylvania,Montgomery County,RF,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0
October,2021-10-18 23:27:00,2021-10-19 10:05:00,Georgia,DeKalb County,SERC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0
October,2021-10-18 22:26:00,2021-10-19 08:19:00,Missouri,Boone County,"SERC,MRO","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,2021-10-18 11:47:00,2021-10-18 11:48:00,Florida,Putnam County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,2021-10-19 15:34:00,2021-10-19 16:26:00,Ohio,Summit County,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,42,1
October,2021-10-20 23:00:00,2021-10-21 01:20:00,Wisconsin,Eau Claire County,"MRO,RF",Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,2021-10-22 19:55:00,2021-10-23 05:55:00,Louisiana,Lafayette Parish,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,132,0
October,2021-10-24 08:55:00,2021-10-25 18:15:00,California,,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,116,59000
October,2021-10-24 07:00:00,2021-10-26 21:30:00,Washington,King County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233000
October,2021-10-24 07:00:00,2021-10-26 21:30:00,Washington,Pierce County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233000
October,2021-10-24 07:00:00,2021-10-26 21:30:00,Washington,Skagit County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233000
October,2021-10-24 07:00:00,2021-10-26 21:30:00,Washington,Thurston County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233000
October,2021-10-27 17:57:00,2021-10-28 16:49:00,Louisiana,Ascension Parish,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
October,2021-10-27 02:25:00,2021-10-29 08:37:00,Connecticut,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,169000
October,2021-10-27 02:25:00,2021-10-29 08:37:00,Maine,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,169000
October,2021-10-27 02:25:00,2021-10-29 08:37:00,Massachusetts,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,169000
October,2021-10-27 02:25:00,2021-10-29 08:37:00,New Hampshire,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,169000
October,2021-10-27 02:25:00,2021-10-29 08:37:00,Rhode Island,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,169000
October,2021-10-27 02:25:00,2021-10-29 08:37:00,Vermont,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,169000
October,2021-10-28 12:47:00,2021-10-28 13:05:00,Montana,Valley County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,20,0
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Angelina County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Bell County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Cherokee County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Collin County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Denton County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Ellis County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Hunt County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Johnson County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,McLennan County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Nacogdoches County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Smith County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Tarrant County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Travis County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:15:00,2021-10-30 08:00:00,Texas,Williamson County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,2021-10-28 14:45:00,2021-10-29 20:30:00,Texas,Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,130000
October,2021-10-28 12:06:00,2021-10-28 12:30:00,Texas,Haskell County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Actual Physical Attack,Vandalism",Unknown,Unknown
October,2021-10-29 14:20:00,2021-10-29 15:00:00,Vermont,Lamoille County,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,2021-10-30 07:31:00,,New Jersey,,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
October,2021-10-31 07:49:00,2021-10-31 09:32:00,California,Alameda County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
November,2021-11-04 21:34:00,2021-11-04 22:57:00,Montana,Hill County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,44,Unknown
November,2021-11-06 06:45:00,2021-11-06 07:00:00,Pennsylvania,York County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,2021-11-06 08:40:00,2021-11-06 08:41:00,Washington,Grant County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,350
November,2021-11-08 22:53:00,2021-11-08 23:33:00,Washington,King County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,9,Unknown
November,2021-11-09 18:00:00,2021-11-09 20:00:00,Mississippi,Coahoma County,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,Unknown
November,2021-11-09 08:50:00,2021-11-09 16:00:00,Indiana,Floyd County,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-10 21:19:00,2021-11-11 01:19:00,Texas,Brazos County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,2021-11-10 09:49:00,2021-11-10 10:05:00,New York,,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,2021-11-11 05:52:00,2021-11-11 06:09:00,Texas,Montgomery County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,67,Unknown
November,2021-11-12 07:00:00,2021-11-12 07:14:00,Oregon,Multnomah County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-12 07:00:00,2021-11-12 07:14:00,Washington,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-12 07:00:00,2021-11-12 07:14:00,Idaho,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-12 07:00:00,2021-11-12 07:14:00,Utah,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-12 07:00:00,2021-11-12 07:14:00,Wyoming,,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,2021-11-15 11:47:00,,Colorado,Larimer County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
November,2021-11-15 11:00:00,2021-11-17 06:00:00,Washington,King County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
November,2021-11-15 11:00:00,2021-11-17 06:00:00,Washington,Kitsap County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
